,image,caption
5063,2102360862_264452db8e,Man filiming a man with sunglasses at the beach .
5064,2102360862_264452db8e,"Two men are standing on a rocky shore , while one photographs the other ."
5065,2102581664_5ea50f85c6,A brown dog jumps over a barrier that is black and white .
5066,2102581664_5ea50f85c6,A dog jumping high to clear the bars .
5067,2102581664_5ea50f85c6,a dog jumps over the pole .
5068,2102581664_5ea50f85c6,Orange dog jumps over striped posts on course .
5069,2102581664_5ea50f85c6,The brown dog is performing a jump in an obstacle course .
5070,2102724238_3cf921d7bb,"A woman in a knit cap and a man in a peacoat sit on a subway , laden with bags ."
5071,2102724238_3cf921d7bb,People in dark clothing sit together .
5072,2102724238_3cf921d7bb,Three people sitting on a bench .
5073,2102724238_3cf921d7bb,Two people wearing black sit on a bench and look down .
5074,2102724238_3cf921d7bb,Two women are sitting with their purses in their laps .
5075,2102732029_9ae520914d,One girl is helping another to take a picture with a digital camera .
5076,2102732029_9ae520914d,Two children take a picture of something in the distance .
5077,2102732029_9ae520914d,Two young girls holding a camera together .
5078,2102732029_9ae520914d,Two young girls looking at camera .
5079,2102732029_9ae520914d,two young kids looking into the same camera
5080,2103361407_4ed4fc46bf,A group of children sit on a bench outside and smile happily .
5081,2103361407_4ed4fc46bf,Five children laugh and smile on a bench .
5082,2103361407_4ed4fc46bf,five giggling children sit on a green bench in a park
5083,2103361407_4ed4fc46bf,The children enjoy something funny as they prepare to have their photo taken .
5084,2103361407_4ed4fc46bf,Two girls and three boys are sitting on a bench laughing .
5085,2103568100_5d018c495b,A dog in some water enclosed by rocky ledge .
5086,2103568100_5d018c495b,A white dog is standing in a pond .
5087,2103568100_5d018c495b,A white dog is walking through a river that runs through a rocky landscape .
5088,2103568100_5d018c495b,A white dog walks through shallow water in the wilderness .
5089,2103568100_5d018c495b,The white dog is wading in the pond atop the mountain .
5090,2105756457_a100d8434e,Two children standing under an awning .
5091,2105756457_a100d8434e,Two kids are playing a game of Foosball .
5092,2105756457_a100d8434e,Two kids in a developing nation are playing a table top game under an awning made from burlap .
5093,2105756457_a100d8434e,Two men play a game beneath a shade .
5094,2105756457_a100d8434e,Two young kids are in a hut .
5095,210625425_fb1ef5d23b,"A blue Jeep drive into deep , muddy water ."
5096,210625425_fb1ef5d23b,A four wheel drive car is driving through the mud .
5097,210625425_fb1ef5d23b,A Jeep gets wheel high in mud .
5098,210625425_fb1ef5d23b,The car sinks up to the tops of its wheels in the mud .
5099,210625425_fb1ef5d23b,There is a jeep stuck in mud up to the doors .
5100,2106772874_381824648b,A brown and black dog and a white dog are wrestling on the carpet .
5101,2106772874_381824648b,A large white dog and a smaller brown dog fight .
5102,2106772874_381824648b,A white dog opens its mouth near a smaller dog .
5103,2106772874_381824648b,A white dog plays with a brown dog on carpet .
5104,2106772874_381824648b,Two dogs playing rough .
5105,210686241_b8e069fff3,A boy being drenched in a downpour of water .
5106,210686241_b8e069fff3,A boy playing in water .
5107,210686241_b8e069fff3,A child in a white sox shirt is covered in water spray and looks distressed .
5108,210686241_b8e069fff3,A young boy wearing a black shirt is getting soaked in the rain .
5109,210686241_b8e069fff3,Children playing in water .
5110,2107837987_ffecfc367a,A boy stands near water with a stone in his hand .
5111,2107837987_ffecfc367a,A child in a blue shirt is holding something in his hand on a lake shore .
5112,2107837987_ffecfc367a,A little boy is ready to throw a stone into the water .
5113,2107837987_ffecfc367a,A skips rocks near a bridge .
5114,2107837987_ffecfc367a,The little boy is at the side of the river throwing rocks .
5115,2107838729_a527e434bd,A boy in a blue shirt and white pants stands on the edge of a lake in a town with a church in the background .
5116,2107838729_a527e434bd,A boy in a blue shirt standing by a lake shore .
5117,2107838729_a527e434bd,A young boy is throwing something into a river .
5118,2107838729_a527e434bd,A young boy throwing a rock into a pond in front of a large building .
5119,2107838729_a527e434bd,Little boy standing on the bank of a river .
5120,210839948_bbd5bfa3b6,A girl in a red shirt is rock climbing .
5121,210839948_bbd5bfa3b6,A woman climbs up a steep rock face .
5122,210839948_bbd5bfa3b6,"a woman wearing red , climbs up the giant rock ."
5123,210839948_bbd5bfa3b6,A young girl with a determined expression climbing a cliff edge .
5124,210839948_bbd5bfa3b6,Blond woman in red top rock climbing .
5125,2108799322_e25aa6e185,A black dog in running in a field .
5126,2108799322_e25aa6e185,A black dog is running through a marsh-like area .
5127,2108799322_e25aa6e185,A black dog runs through a muddy bank .
5128,2108799322_e25aa6e185,A dog running through mucky ground .
5129,2108799322_e25aa6e185,A mostly black short haired dog is running in a swampy area with its tongue out .
5130,2109370875_05241bdda7,A person wearing a blue hat takes a photo in the snow .
5131,2109370875_05241bdda7,A person wearing a hat takes a picture while its snowing .
5132,2109370875_05241bdda7,A woman in a gray hat is aiming her camera in the snow as to take a picture .
5133,2109370875_05241bdda7,A woman takes a picture as it snows .
5134,2109370875_05241bdda7,The lady wearing a black hat is taking a picture while the snow falls .
5135,2109479807_eec8d72ca7,A group of girls ride an ATV .
5136,2109479807_eec8d72ca7,Four females wearing helments are riding on an ATV .
5137,2109479807_eec8d72ca7,Four girls are sitting on a blue ATV in field .
5138,2109479807_eec8d72ca7,Four girls ride sit on a riding tractor on a farm .
5139,2109479807_eec8d72ca7,Four girls sit on an ATV in a yard .
5140,2109911919_af45b93ef3,A person climbing up a snowy mountain .
5141,2109911919_af45b93ef3,A person climbing up the side of a snowy mountain to fetch his or her ski poles .
5142,2109911919_af45b93ef3,A skier climbs up a snowy trail toward his poles .
5143,2109911919_af45b93ef3,A climber with a backpack accends a snow covered mountain .
5144,2109911919_af45b93ef3,Man climbing a steep snow-covered slope .
5145,2110692070_8aaaa1ae39,A dog is running through a green yard .
5146,2110692070_8aaaa1ae39,A dog running though a green yard .
5147,2110692070_8aaaa1ae39,A white and black spotted dog is running through a grassy area .
5148,2110692070_8aaaa1ae39,A white dog with brown spots is jumping through the air .
5149,2110692070_8aaaa1ae39,Black and white dog running across grass .
5150,2110898123_07729c1461,A brown dog wearing a red vest is running in the grass .
5151,2110898123_07729c1461,A brown dog wearing a red vest is running through the grass .
5152,2110898123_07729c1461,a dog sprints across the grass .
5153,2110898123_07729c1461,A dog wearing a red cape runs quickly across a field .
5154,2110898123_07729c1461,The brown dog is running on the grass whilst wearing an orange jacket .
5155,2111360187_d2505437b7,Three children covered in soap bubbles smile .
5156,2111360187_d2505437b7,Three children in bathing suits are playing in foam
5157,2111360187_d2505437b7,Three children standing by a pool are covered in foam bubbles .
5158,2111360187_d2505437b7,three little boys cover themselves with bubbles .
5159,2111360187_d2505437b7,Three young children are covered in foam .
5160,2112661738_de71b60b88,A dog is standing in a small pool of water on top of a mountain .
5161,2112661738_de71b60b88,A dog treads through a shallow area of water located on a rocky mountainside .
5162,2112661738_de71b60b88,A white dog drinks water on a mountain .
5163,2112661738_de71b60b88,A white dog drinks water on a mountainside .
5164,2112661738_de71b60b88,A white dog standing in a pool of water high in the mountains .
5165,211277478_7d43aaee09,A dirty jeep is stuck in the mud .
5166,211277478_7d43aaee09,A Jeep goes off-roading in the woods with muddy trails making it dirty .
5167,211277478_7d43aaee09,A muddy jeep driving through the forest .
5168,211277478_7d43aaee09,A muddy truck in the woods .
5169,211277478_7d43aaee09,The vehicle is driving through mud surrounded by pine trees .
5170,2112921744_92bf706805,A dog on a green hillside .
5171,2112921744_92bf706805,A dog standing on the side of a mountain .
5172,2112921744_92bf706805,A dog stands on the side of a grassy cliff .
5173,2112921744_92bf706805,"A fluffy white dog looks down a steep , grassy embankment ."
5174,2112921744_92bf706805,A white dog is standing on a grassy hillside .
5175,211295363_49010ca38d,A few boats ride in the water in front of a city skyline .
5176,211295363_49010ca38d,A large boat drives through the harbor .
5177,211295363_49010ca38d,A white boat is cruising near a large city backdrop .
5178,211295363_49010ca38d,"Small yachts in harbor , city in background ."
5179,211295363_49010ca38d,There is a white boat in the bay with a city in the background .
5180,2113530024_5bc6a90e42,A goalie tries to catch a ball during a soccer game .
5181,2113530024_5bc6a90e42,A group of guys playing soccer on a field .
5182,2113530024_5bc6a90e42,Footballers are scrambling around the goal as the goal keeper reaches for the ball .
5183,2113530024_5bc6a90e42,"Four men in green at a soccer goal post trying to score , while 3 men in blue try to prevent it ."
5184,2113530024_5bc6a90e42,Two soccer teams converge at the goal and the goalie reaches for the ball .
5185,2114126343_a0f74ff63b,A group of swimmers are holding on to a rope at the beach
5186,2114126343_a0f74ff63b,Five women in identical swimsuits hold on to a rope near the ocean .
5187,2114126343_a0f74ff63b,six girls hold a rope in the ocean .
5188,2114126343_a0f74ff63b,Swimmers in a line facing away from camera
5189,2114126343_a0f74ff63b,They are sitting on the edge of the pool by the ocean .
5190,2114355355_9d7e2d8178,A brown dog is sitting in the front of a canoe .
5191,2114355355_9d7e2d8178,A brown dog lies on a blanket in boat .
5192,2114355355_9d7e2d8178,A dog lies at the front of a boat headed into the fog .
5193,2114355355_9d7e2d8178,A Dog lying on a blanket at the end of a small boat .
5194,2114355355_9d7e2d8178,A reddish-brown dog is laying at the front of a white boat on an orange flowered blanket .
5195,2114739371_83aa8bdb0e,A brown and black dog leaps through the freshly mown grass .
5196,2114739371_83aa8bdb0e,a dog runs through the grass .
5197,2114739371_83aa8bdb0e,A shepherd bounds through the grass .
5198,2114739371_83aa8bdb0e,Black and brown dog running on grass .
5199,2114739371_83aa8bdb0e,"Brown and tan dog , mouth open with tongue hanging out , running in the grass ."
5200,2115620856_4fa5025ac6,A car is driving towards a green mountain .
5201,2115620856_4fa5025ac6,A nice neighborhood street in the beautiful green foothills .
5202,2115620856_4fa5025ac6,A small town lies at the base of verdant mountains .
5203,2115620856_4fa5025ac6,A town and a green mountain in the back .
5204,2115620856_4fa5025ac6,A town at the foothills of a mountain is seen bustling with typical daytime activity .
5205,2115631346_9585a479b0,Two brown dogs are running through the snow .
5206,2115631346_9585a479b0,Two brown dogs run across a large snowy yard .
5207,2115631346_9585a479b0,two brown dogs running through the snow .
5208,2115631346_9585a479b0,Two dogs race across a snowy field .
5209,2115631346_9585a479b0,Two dogs run through a snowy field .
5210,2115849046_2aa9fa8d13,A brown dog running on shore with a boat in the background .
5211,2115849046_2aa9fa8d13,A brown dog runs near the water .
5212,2115849046_2aa9fa8d13,A dog is running on the grass beside a boat on the river .
5213,2115849046_2aa9fa8d13,A large orange dog runs through the grass by the water where a large boat is sailing in the background .
5214,2115849046_2aa9fa8d13,The dog is running in the grass next to the water .
5215,2116316160_d5fa7abdc3,A blond dog with floppy ears runs toward the camera .
5216,2116316160_d5fa7abdc3,A blonde dog runs through the grass .
